Date,Rainfall (mm),Max Temp (°C),Min Temp (°C),Usage(L),Usage(kWh),Avg Temp (°C)
2017/04/28,0.0,10.1,4.6,164.0,2028.0,7.35
2017/04/29,9.1,10.7,4.1,104.0,1767.0,7.3999999999999995
2017/04/30,1.9,11.7,7.8,66.0,1173.0,9.75
2017/05/01,0.0,17.9,2.7,12.0,1958.0,10.299999999999999
2017/05/02,0.0,18.6,4.4,24.0,1536.0,11.5
2017/05/03,0.0,14.6,5.8,32.0,1451.0,10.2
2017/05/04,0.0,13.7,5.9,150.0,2200.0,9.8
2017/05/05,0.0,14.1,6.3,184.0,1910.0,10.2
2017/05/06,0.0,12.7,7.5,107.0,880.0,10.1
2017/05/07,0.0,18.3,7.0,152.0,1033.0,12.65
2017/05/08,0.0,18.6,7.8,226.0,963.0,13.200000000000001
2017/05/09,0.0,17.0,4.5,129.0,1651.0,10.75
2017/05/10,0.0,18.5,4.4,170.0,1973.0,11.45
2017/05/11,0.7,16.7,5.0,50.0,1226.0,10.85
2017/05/12,21.6,13.8,9.6,215.0,2548.0,11.7
2017/05/13,3.0,14.2,7.0,144.0,1639.0,10.6
2017/05/14,4.9,14.9,5.8,107.0,1150.0,10.35
2017/05/15,3.3,15.0,8.8,101.0,1007.0,11.9
2017/05/16,0.1,17.4,12.9,180.0,1795.0,15.149999999999999
2017/05/17,3.2,15.1,6.6,120.0,1756.0,10.85
2017/05/18,0.3,15.0,4.6,118.0,1681.0,9.8
2017/05/19,4.9,13.3,4.3,123.0,1675.0,8.8
2017/05/20,2.6,14.3,6.9,123.0,1483.0,10.600000000000001
2017/05/21,0.3,15.1,8.5,78.0,993.0,11.8
2017/05/22,0.0,19.0,10.5,69.0,998.0,14.75
2017/05/23,0.0,21.2,12.4,131.0,1576.0,16.8
2017/05/24,0.0,22.4,13.3,117.0,1585.0,17.85
2017/05/25,0.0,21.7,10.9,122.0,1489.0,16.3
2017/05/26,15.0,23.4,12.2,167.0,1433.0,17.799999999999997
2017/05/27,15.5,15.0,13.1,114.0,1337.0,14.05
2017/05/28,4.2,17.0,9.2,76.0,922.0,13.1
2017/05/29,0.2,16.1,10.3,69.0,923.0,13.200000000000001
2017/05/30,0.0,19.5,11.1,138.0,1410.0,15.3
2017/05/31,0.0,18.0,8.2,114.0,1464.0,13.1
2017/06/01,7.4,14.4,10.8,52.0,1997.0,12.600000000000001
2017/06/02,0.9,17.2,9.5,1.0,1471.0,13.35
2017/06/03,1.1,19.0,9.1,12.0,1404.0,14.05
2017/06/04,10.3,16.5,6.6,151.0,2142.0,11.55
2017/06/05,12.3,12.5,9.8,154.0,1761.0,11.15
2017/06/06,0.6,15.0,6.9,98.0,936.0,10.95
2017/06/07,6.0,14.1,6.5,153.0,1036.0,10.3
2017/06/08,13.2,14.6,10.4,185.0,766.0,12.5
2017/06/09,4.2,16.5,7.1,130.0,1628.0,11.8
2017/06/10,3.1,15.5,12.0,205.0,2032.0,13.75
2017/06/11,0.3,17.0,10.6,29.0,1292.0,13.8
2017/06/12,0.0,16.8,10.0,198.0,2439.0,13.4
2017/06/13,0.0,17.0,11.0,104.0,1389.0,14.0
2017/06/14,0.0,17.2,11.9,108.0,1346.0,14.55
2017/06/15,0.6,16.8,10.1,109.0,1333.0,13.45
2017/06/16,0.0,23.0,12.1,116.0,1275.0,17.55
2017/06/17,0.0,25.0,11.6,122.0,1204.0,18.3
2017/06/18,0.0,26.1,10.8,104.0,924.0,18.450000000000003
2017/06/19,0.0,26.6,12.4,104.0,919.0,19.5
2017/06/20,0.5,25.6,13.0,108.0,1180.0,19.3
2017/06/21,0.5,26.4,15.8,117.0,1070.0,21.1
2017/06/22,0.1,18.2,12.0,116.0,992.0,15.1
2017/06/23,0.0,18.0,11.8,117.0,1041.0,14.9
2017/06/24,0.0,19.4,12.0,123.0,1070.0,15.7
2017/06/25,1.1,17.4,11.9,111.0,928.0,14.649999999999999
2017/06/26,24.4,15.6,9.8,110.0,851.0,12.7
2017/06/27,0.0,20.6,12.0,131.0,1083.0,16.3
2017/06/28,2.7,18.4,11.6,139.0,980.0,15.0
2017/06/29,0.4,16.9,9.2,138.0,1064.0,13.049999999999999
2017/06/30,0.0,18.1,9.6,126.0,1056.0,13.850000000000001
2017/07/01,0.0,18.2,7.3,54.0,2025.0,12.75
2017/07/02,0.6,20.7,7.8,147.0,2507.0,14.25
2017/07/03,2.4,18.1,11.5,172.0,2415.0,14.8
2017/07/04,0.1,19.2,13.4,147.0,2125.0,16.3
2017/07/05,0.1,21.5,11.6,193.0,1501.0,16.55
2017/07/06,0.2,21.0,12.6,121.0,1288.0,16.8
2017/07/07,0.0,18.6,13.3,152.0,1025.0,15.950000000000001
2017/07/08,0.0,22.4,12.5,182.0,782.0,17.45
2017/07/09,0.3,21.0,12.3,144.0,1616.0,16.65
2017/07/10,3.1,18.2,11.7,131.0,1611.0,14.95
2017/07/11,0.8,17.4,11.9,232.0,2271.0,14.649999999999999
2017/07/12,0.0,21.5,8.6,173.0,2477.0,15.05
2017/07/13,0.4,21.2,10.5,136.0,941.0,15.85
2017/07/14,0.0,23.4,11.4,152.0,935.0,17.4
2017/07/15,0.3,24.4,12.9,150.0,906.0,18.65
2017/07/16,0.0,21.0,13.2,148.0,877.0,17.1
2017/07/17,0.0,25.0,9.0,136.0,753.0,17.0
2017/07/18,6.4,26.0,11.4,150.0,972.0,18.7
2017/07/19,4.2,19.9,14.8,175.0,1091.0,17.35
2017/07/20,21.5,16.2,7.9,152.0,1057.0,12.05
2017/07/21,5.8,14.3,8.6,169.0,1035.0,11.45
2017/07/22,0.0,20.0,10.0,173.0,920.0,15.0
2017/07/23,0.0,22.0,10.8,152.0,797.0,16.4
2017/07/24,0.0,23.7,10.0,150.0,794.0,16.85
2017/07/25,11.2,22.2,9.9,161.0,1027.0,16.05
2017/07/26,0.8,18.2,12.6,176.0,1073.0,15.399999999999999
2017/07/27,0.8,17.4,9.8,185.0,1099.0,13.6
2017/07/28,1.9,17.5,10.0,192.0,1061.0,13.75
2017/07/29,0.5,18.5,11.0,176.0,1001.0,14.75
2017/07/30,3.8,18.1,10.0,149.0,938.0,14.05
2017/07/31,3.5,18.6,9.8,152.0,935.0,14.200000000000001
2017/08/01,1.8,17.7,10.3,33.0,1490.0,14.0
2017/08/02,7.0,19.7,12.2,131.0,2489.0,15.95
2017/08/03,0.4,18.4,12.5,178.0,2483.0,15.45
2017/08/04,1.8,18.4,11.4,74.0,1876.0,14.899999999999999
2017/08/05,1.3,18.2,9.5,190.0,1184.0,13.85
2017/08/06,8.8,16.0,8.9,121.0,1314.0,12.45
2017/08/07,0.8,16.7,10.0,158.0,982.0,13.35
2017/08/08,1.9,16.0,9.4,185.0,766.0,12.7
2017/08/09,0.0,20.5,8.0,131.0,1678.0,14.25
2017/08/10,0.5,18.6,8.0,91.0,1092.0,13.3
2017/08/11,0.2,21.4,10.8,218.0,2215.0,16.1
2017/08/12,0.0,19.0,11.3,156.0,2421.0,15.15
2017/08/13,10.1,19.6,7.5,177.0,904.0,13.55
2017/08/14,21.1,17.6,11.6,170.0,798.0,14.600000000000001
2017/08/15,0.8,19.4,8.8,174.0,1050.0,14.1
2017/08/16,0.9,19.0,9.4,186.0,1005.0,14.2
2017/08/17,5.7,20.1,10.0,183.0,1047.0,15.05
2017/08/18,4.5,18.1,8.2,214.0,1050.0,13.15
2017/08/19,0.1,16.2,9.9,269.0,982.0,13.05
2017/08/20,50.5,17.1,9.8,300.0,967.0,13.450000000000001
2017/08/21,0.2,22.1,13.0,283.0,837.0,17.55
2017/08/22,0.5,17.4,14.4,266.0,1141.0,15.899999999999999
2017/08/23,2.9,19.3,10.9,247.0,1060.0,15.100000000000001
2017/08/24,0.0,18.0,11.4,274.0,1076.0,14.7
2017/08/25,0.1,19.2,12.3,469.0,1134.0,15.75
2017/08/26,0.5,20.4,12.6,432.0,1082.0,16.5
2017/08/27,0.0,21.9,14.0,264.0,818.0,17.95
2017/08/28,0.3,21.5,13.8,262.0,812.0,17.65
2017/08/29,0.0,15.9,9.7,191.0,1165.0,12.8
2017/08/30,0.1,18.5,8.2,39.0,1198.0,13.35
2017/08/31,1.4,16.9,8.5,84.0,1153.0,12.7
2017/09/01,0.0,19.3,8.0,8.0,1501.0,13.65
2017/09/02,20.9,17.0,8.3,153.0,2541.0,12.65
2017/09/03,4.3,22.1,12.0,226.0,2308.0,17.05
2017/09/04,13.9,18.5,15.6,45.0,1260.0,17.05
2017/09/05,0.2,17.5,10.5,208.0,1836.0,14.0
2017/09/06,0.0,17.0,11.4,115.0,1280.0,14.2
2017/09/07,7.7,15.5,11.7,140.0,906.0,13.6
2017/09/08,2.2,17.0,11.6,198.0,941.0,14.3
2017/09/09,0.4,17.0,9.0,73.0,1497.0,13.0
2017/09/10,3.9,16.2,10.5,48.0,1094.0,13.35
2017/09/11,3.6,15.0,9.7,170.0,2262.0,12.35
2017/09/12,4.2,14.7,8.2,122.0,2264.0,11.45
2017/09/13,6.6,13.9,7.9,220.0,1731.0,10.9
2017/09/14,0.3,16.5,6.0,214.0,1712.0,11.25
2017/09/15,0.1,16.2,8.5,178.0,1731.0,12.35
2017/09/16,1.7,11.7,7.5,88.0,1562.0,9.6
2017/09/17,0.0,16.4,6.3,52.0,1010.0,11.35
2017/09/18,0.0,17.3,6.4,48.0,1167.0,11.850000000000001
2017/09/19,0.7,16.8,6.4,194.0,1921.0,11.600000000000001
2017/09/20,18.3,16.4,9.6,186.0,1959.0,13.0
2017/09/21,4.1,15.5,7.0,201.0,1962.0,11.25
2017/09/22,0.2,17.3,7.4,197.0,1850.0,12.350000000000001
2017/09/23,4.2,16.7,10.5,86.0,1517.0,13.6
2017/09/24,0.0,18.7,12.0,42.0,1035.0,15.35
2017/09/25,0.0,18.7,8.7,30.0,1087.0,13.7
2017/09/26,2.6,15.9,9.1,229.0,1940.0,12.5
2017/09/27,11.4,15.0,12.3,248.0,2007.0,13.65
2017/09/28,1.3,14.8,8.6,204.0,2077.0,11.7
2017/09/29,2.8,15.0,9.0,193.0,1997.0,12.0
2017/09/30,1.2,14.3,8.0,153.0,1637.0,11.15
2017/10/01,0.2,16.4,8.9,46.0,2096.0,12.649999999999999
2017/10/02,0.3,14.6,10.5,117.0,2494.0,12.55
2017/10/03,0.0,12.9,5.0,159.0,2278.0,8.95
2017/10/04,1.7,15.1,5.0,29.0,1240.0,10.05
2017/10/05,0.7,14.5,8.0,153.0,1738.0,11.25
2017/10/06,0.1,13.8,5.0,114.0,1262.0,9.4
2017/10/07,0.1,14.7,5.0,136.0,767.0,9.85
2017/10/08,0.2,12.8,9.2,197.0,923.0,11.0
2017/10/09,2.1,14.1,7.5,161.0,1072.0,10.8
2017/10/10,10.3,15.7,8.9,196.0,2019.0,12.3
2017/10/11,2.6,14.6,9.8,177.0,2170.0,12.2
2017/10/12,0.7,16.1,6.4,38.0,1482.0,11.25
2017/10/13,1.2,17.2,7.2,202.0,1979.0,12.2
2017/10/14,0.3,17.6,15.3,108.0,1557.0,16.450000000000003
2017/10/15,3.7,17.4,13.6,78.0,1088.0,15.5
2017/10/16,2.5,16.1,12.5,69.0,1104.0,14.3
2017/10/16,2.5,16.1,12.5,69.0,0.0,14.3
2017/10/16,2.5,16.1,12.5,0.0,1104.0,14.3
2017/10/16,2.5,16.1,12.5,0.0,0.0,14.3
2017/10/17,0.0,14.0,6.3,44.0,990.0,10.15
2017/10/18,3.5,13.2,4.9,144.0,1854.0,9.05
2017/10/19,29.6,13.6,5.6,214.0,2129.0,9.6
2017/10/20,11.7,12.6,3.9,179.0,1997.0,8.25
2017/10/21,0.6,13.6,4.4,66.0,1606.0,9.0
2017/10/22,1.6,13.2,6.5,9.0,1121.0,9.85
2017/10/23,2.6,15.3,9.4,9.0,1192.0,12.350000000000001
2017/10/24,8.4,15.2,10.0,175.0,2123.0,12.6
2017/10/25,0.8,12.6,7.0,222.0,2162.0,9.8
2017/10/26,0.2,12.7,7.3,180.0,2117.0,10.0
2017/10/27,0.0,13.8,4.2,160.0,2083.0,9.0
2017/10/28,0.3,14.1,6.5,84.0,1621.0,10.3
2017/10/29,0.0,12.4,10.2,40.0,990.0,11.3
2017/10/30,0.2,13.0,4.9,43.0,1165.0,8.95
2017/10/31,0.0,13.4,5.1,29.0,1280.0,9.25
2017/11/01,0.0,13.6,7.7,28.0,2246.0,10.65
2017/11/02,0.0,11.4,7.0,59.0,2354.0,9.2
2017/11/03,0.0,11.3,8.2,167.0,2129.0,9.75
2017/11/04,2.2,8.4,4.2,70.0,1685.0,6.300000000000001
2017/11/05,0.0,9.9,2.2,162.0,1797.0,6.050000000000001
2017/11/06,4.4,12.0,3.1,91.0,963.0,7.55
2017/11/07,0.3,8.5,4.5,156.0,914.0,6.5
2017/11/08,0.9,11.2,1.4,197.0,935.0,6.3
2017/11/09,0.3,11.5,2.4,318.0,976.0,6.95
2017/11/10,5.3,12.0,6.4,186.0,1992.0,9.2
2017/11/11,6.2,10.0,6.4,105.0,1816.0,8.2
2017/11/12,0.0,8.0,3.9,23.0,1552.0,5.95
2017/11/13,2.1,10.2,0.5,9.0,1348.0,5.35
2017/11/14,0.3,12.0,2.3,183.0,2407.0,7.15
2017/11/15,0.6,11.5,7.6,165.0,2318.0,9.55
2017/11/16,0.0,8.7,7.2,176.0,2219.0,7.949999999999999
2017/11/17,1.6,8.9,1.2,194.0,2190.0,5.05
2017/11/18,2.8,8.2,1.4,216.0,1911.0,4.8
2017/11/19,1.9,12.4,6.5,92.0,1190.0,9.45
2017/11/20,0.3,13.5,6.5,94.0,1363.0,10.0
2017/11/21,12.9,14.1,10.4,244.0,2303.0,12.25
2017/11/22,6.0,13.0,10.7,209.0,2255.0,11.85
2017/11/23,0.0,7.2,1.9,184.0,2333.0,4.55
2017/11/24,0.7,4.4,-0.6,156.0,2198.0,1.9000000000000001
2017/11/25,0.4,4.6,-1.2,79.0,1910.0,1.6999999999999997
2017/11/26,3.0,9.3,-0.4,75.0,1282.0,4.45
2017/11/27,1.1,7.8,2.6,2.0,1349.0,5.2
2017/11/28,0.0,5.9,1.4,185.0,2552.0,3.6500000000000004
2017/11/29,0.0,4.3,-0.6,185.0,2581.0,1.8499999999999999
2017/11/30,1.7,6.3,-0.5,150.0,2524.0,2.9
2017/12/01,0.1,4.2,-1.0,33.0,2185.0,1.6
2017/12/02,0.6,7.9,0.9,7.0,1506.0,4.4
2017/12/03,0.0,8.3,3.7,49.0,1379.0,6.0
2017/12/04,0.0,8.3,5.3,77.0,1715.0,6.800000000000001
2017/12/05,0.6,7.9,5.0,152.0,1691.0,6.45
2017/12/06,5.2,12.8,3.7,92.0,924.0,8.25
2017/12/07,0.7,6.8,3.8,153.0,927.0,5.3
2017/12/08,0.0,4.1,-0.5,181.0,959.0,1.7999999999999998
2017/12/09,25.1,4.9,-0.6,296.0,1746.0,2.1500000000000004
2017/12/10,8.4,1.0,-0.1,198.0,2017.0,0.45
2017/12/11,0.4,3.0,-4.8,36.0,1205.0,-0.8999999999999999
2017/12/12,2.0,9.0,-0.6,131.0,2933.0,4.2
2017/12/13,7.4,6.8,1.6,154.0,2762.0,4.2
2017/12/14,3.0,5.4,0.8,112.0,2597.0,3.1
2017/12/15,0.1,5.9,1.7,144.0,2602.0,3.8000000000000003
2017/12/16,0.5,9.1,-0.2,88.0,2221.0,4.45
2017/12/17,0.1,11.5,1.8,29.0,1532.0,6.65
2017/12/18,0.0,9.7,1.8,42.0,1492.0,5.75
2017/12/19,0.3,11.5,2.9,57.0,2277.0,7.2
2017/12/20,0.6,11.9,9.3,62.0,2291.0,10.600000000000001
2017/12/21,5.0,11.2,8.9,57.0,2249.0,10.05
2017/12/22,0.1,10.0,8.8,48.0,2207.0,9.4
2017/12/23,0.4,10.6,6.8,57.0,1632.0,8.7
2017/12/24,12.3,11.0,6.9,51.0,1390.0,8.95
2017/12/25,4.7,5.7,4.6,48.0,1502.0,5.15
2017/12/26,0.2,4.0,0.8,50.0,1748.0,2.4
2017/12/27,0.0,3.8,-0.1,55.0,1711.0,1.8499999999999999
2017/12/28,11.0,6.1,-1.7,51.0,1720.0,2.1999999999999997
2017/12/29,3.6,11.4,-0.5,39.0,1755.0,5.45
2017/12/30,1.0,11.7,2.6,26.0,1450.0,7.1499999999999995
2017/12/31,3.6,7.3,4.6,23.0,1332.0,5.949999999999999
2018/01/01,3.5,8.2,2.2,21.0,1363.0,5.199999999999999
2018/01/02,6.2,11.0,2.7,0.0,2770.0,6.85
2018/01/03,4.3,9.8,3.4,240.0,2535.0,6.6000000000000005
2018/01/04,3.1,9.5,3.5,40.0,1013.0,6.5
2018/01/05,0.1,5.5,1.9,338.0,1888.0,3.7
2018/01/06,0.4,5.0,0.9,308.0,1250.0,2.95
2018/01/07,0.0,3.9,-1.5,361.0,677.0,1.2
2018/01/08,1.3,6.7,-2.5,548.0,844.0,2.1
2018/01/09,7.5,8.5,-0.3,215.0,1205.0,4.1
2018/01/10,0.7,6.1,1.6,311.0,1143.0,3.8499999999999996
2018/01/11,0.2,6.4,1.0,108.0,1801.0,3.7
2018/01/12,9.6,8.0,0.1,379.0,2110.0,4.05
2018/01/13,0.0,8.6,6.4,0.0,2307.0,7.5
2018/01/14,11.7,9.9,1.9,0.0,1590.0,5.9
2018/01/15,3.8,8.0,5.9,0.0,1541.0,6.95
2018/01/16,3.0,3.5,1.8,0.0,2802.0,2.65
2018/01/16,3.0,3.5,1.8,0.0,0.0,2.65
2018/01/16,3.0,3.5,1.8,0.0,0.0,2.65
2018/01/16,3.0,3.5,1.8,0.0,2802.0,2.65
2018/01/16,3.0,3.5,1.8,0.0,0.0,2.65
2018/01/16,3.0,3.5,1.8,0.0,0.0,2.65
2018/01/16,3.0,3.5,1.8,0.0,2802.0,2.65
2018/01/16,3.0,3.5,1.8,0.0,0.0,2.65
2018/01/16,3.0,3.5,1.8,0.0,0.0,2.65
2018/01/17,5.6,11.0,-0.3,0.0,2936.0,5.35
2018/01/18,2.2,4.4,-1.4,0.0,2886.0,1.5000000000000002
2018/01/19,3.9,4.6,0.0,0.0,2657.0,2.3
2018/01/20,14.9,10.7,0.0,0.0,2224.0,5.35
2018/01/21,6.8,12.1,3.4,0.0,1622.0,7.75
2018/01/22,1.0,11.5,6.2,0.0,1435.0,8.85
2018/01/23,7.3,11.8,6.2,0.0,2648.0,9.0
2018/01/24,0.3,7.9,5.1,0.0,2570.0,6.5
2018/01/25,1.8,8.0,3.4,0.0,2603.0,5.7
2018/01/26,5.6,11.0,2.3,0.0,2583.0,6.65
2018/01/27,1.1,11.7,2.1,0.0,2239.0,6.8999999999999995
2018/01/28,4.2,12.0,8.9,0.0,1725.0,10.45
2018/01/29,0.1,7.6,5.8,0.0,1637.0,6.699999999999999
2018/01/30,2.0,7.6,1.1,0.0,2645.0,4.35
2018/01/31,2.5,4.3,1.0,0.0,2653.0,2.65
2018/02/01,0.2,6.3,0.6,22.0,1715.0,3.4499999999999997
2018/02/02,1.6,6.2,0.1,219.0,2718.0,3.15
2018/02/03,1.6,6.5,0.5,58.0,2062.0,3.5
2018/02/04,0.0,6.3,-0.7,35.0,1485.0,2.8
2018/02/05,2.0,3.6,-0.6,348.0,1937.0,1.5
2018/02/06,0.2,3.5,-1.3,231.0,1120.0,1.1
2018/02/07,2.4,7.5,-2.6,296.0,689.0,2.45
2018/02/08,1.1,7.8,0.4,547.0,884.0,4.1
2018/02/09,9.3,9.7,-1.7,456.0,995.0,3.9999999999999996
2018/02/10,2.3,10.6,-1.2,257.0,2036.0,4.7
2018/02/11,0.1,0.2,-0.8,222.0,1918.0,-0.30000000000000004
2018/02/12,4.6,5.7,-2.0,663.0,1562.0,1.85
2018/02/13,0.9,7.6,-0.9,117.0,2676.0,3.3499999999999996
2018/02/14,1.0,9.8,0.3,83.0,2567.0,5.050000000000001
2018/02/16,1.6,7.7,0.1,64.0,2514.0,3.9
2018/02/17,0.5,8.4,1.6,61.0,2392.0,5.0
2018/02/18,1.2,10.8,2.6,13.0,1678.0,6.7
2018/02/19,0.3,12.9,6.8,8.0,1650.0,9.85
2018/02/20,0.0,10.0,0.9,153.0,2781.0,5.45
2018/02/21,0.6,8.5,0.6,210.0,2741.0,4.55
2018/02/22,0.0,7.9,1.0,193.0,2779.0,4.45
2018/02/23,0.0,5.5,2.9,180.0,2755.0,4.2
2018/02/24,0.0,4.5,2.9,88.0,2364.0,3.7
2018/02/25,0.0,6.2,-0.5,350.0,1727.0,2.85
2018/02/26,0.0,2.4,-1.6,492.0,1635.0,0.3999999999999999
2018/02/27,0.5,3.5,-3.1,461.0,2918.0,0.19999999999999996
2018/02/28,0.6,-1.5,-4.1,282.0,2925.0,-2.8
2018/03/01,9.0,-1.1,-6.5,43.0,2135.0,-3.8
2018/03/02,23.7,0.7,-5.8,128.0,2333.0,-2.55
2018/03/03,6.0,1.6,-1.5,48.0,1678.0,0.050000000000000044
2018/03/04,2.0,4.8,-1.5,32.0,1432.0,1.65
2018/03/05,0.3,4.2,1.1,348.0,1825.0,2.6500000000000004
2018/03/06,0.1,7.1,1.0,205.0,756.0,4.05
2018/03/07,8.2,7.9,-0.6,284.0,853.0,3.6500000000000004
2018/03/08,3.6,9.6,-0.9,442.0,792.0,4.35
2018/03/09,8.5,9.7,-0.3,199.0,988.0,4.699999999999999
2018/03/10,1.5,11.6,0.6,186.0,2078.0,6.1
2018/03/11,3.2,11.1,5.3,358.0,1825.0,8.2
2018/03/12,2.2,11.2,4.8,382.0,1441.0,8.0
2018/03/13,8.5,9.3,0.5,225.0,2439.0,4.9
2018/03/14,17.1,9.6,0.7,243.0,2389.0,5.1499999999999995
2018/03/15,3.0,10.7,6.9,210.0,2450.0,8.8
2018/03/16,1.0,9.4,3.5,214.0,2339.0,6.45
2018/03/17,0.6,4.5,3.8,174.0,1925.0,4.15
2018/03/18,0.4,1.5,-3.2,84.0,1308.0,-0.8500000000000001
2018/03/19,0.0,4.5,-2.3,67.0,2028.0,1.1
2018/03/20,0.0,9.3,-2.6,85.0,1782.0,3.3500000000000005
2018/03/21,0.0,10.0,-1.8,219.0,2401.0,4.1
2018/03/22,15.1,8.8,1.5,226.0,2439.0,5.15
2018/03/23,2.6,9.6,4.9,267.0,2271.0,7.25
2018/03/24,0.0,11.4,2.3,133.0,1647.0,6.85
2018/03/25,0.0,11.2,-0.1,68.0,1039.0,5.55
2018/03/26,3.0,10.1,1.8,66.0,1383.0,5.95
2018/03/27,1.3,10.0,2.4,152.0,1795.0,6.2
2018/03/28,0.7,8.5,1.5,158.0,1761.0,5.0
2018/03/29,8.2,6.1,0.6,104.0,1722.0,3.3499999999999996
2018/03/30,0.3,7.0,1.8,97.0,1704.0,4.4
2018/03/31,0.2,8.7,2.7,39.0,1177.0,5.699999999999999
2018/04/01,17.9,6.0,-0.6,74.0,2251.0,2.7
2018/04/02,4.8,8.9,-0.6,78.0,1757.0,4.15
2018/04/03,4.3,12.2,2.6,50.0,1392.0,7.3999999999999995
2018/04/04,0.3,8.4,3.4,124.0,1769.0,5.9
2018/04/05,15.4,8.5,-1.8,413.0,1863.0,3.35
2018/04/06,6.4,12.4,1.2,194.0,762.0,6.8
2018/04/07,0.3,13.5,6.6,277.0,859.0,10.05
2018/04/08,0.1,12.3,4.9,204.0,768.0,8.600000000000001
2018/04/09,0.2,12.3,5.2,108.0,1354.0,8.75
2018/04/10,1.1,11.2,5.8,189.0,2011.0,8.5
2018/04/11,0.4,11.1,6.4,710.0,1605.0,8.75
2018/04/12,0.0,10.6,6.7,446.0,2242.0,8.65
2018/04/13,0.0,14.0,5.5,394.0,2192.0,9.75
2018/04/14,4.0,12.0,5.9,299.0,1718.0,8.95
2018/04/15,1.4,12.1,8.2,264.0,1213.0,10.149999999999999
2018/04/16,18.6,12.0,5.6,252.0,1432.0,8.8
2018/04/17,0.4,14.1,8.8,370.0,2268.0,11.45
2018/04/18,0.9,17.0,10.2,376.0,2235.0,13.6
2018/04/19,0.0,17.2,10.5,376.0,2197.0,13.85
2018/04/20,0.0,17.2,4.9,331.0,2165.0,11.05
2018/04/21,3.3,19.2,5.0,298.0,1643.0,12.1
2018/04/22,0.2,16.1,6.6,317.0,1308.0,11.350000000000001
2018/04/23,2.0,14.7,7.3,216.0,1227.0,11.0
2018/04/24,7.8,11.2,7.3,336.0,1943.0,9.25
2018/04/25,1.5,11.3,4.1,342.0,1945.0,7.7
2018/04/26,3.4,11.9,4.7,350.0,1897.0,8.3
2018/04/27,0.6,10.0,5.0,323.0,1894.0,7.5
2018/04/28,1.1,11.8,3.6,315.0,1747.0,7.7
2018/04/29,0.1,13.3,3.0,289.0,1345.0,8.15
2018/04/30,0.4,14.4,2.0,229.0,1215.0,8.2
2018/05/01,5.7,10.0,4.5,77.0,2224.0,7.25
2018/05/02,1.4,12.2,4.2,86.0,1625.0,8.2
2018/05/03,0.7,13.8,5.7,54.0,2020.0,9.75
2018/05/04,0.2,19.7,7.4,114.0,1839.0,13.55
2018/05/05,0.1,20.1,8.3,335.0,1697.0,14.200000000000001
2018/05/06,0.0,21.6,7.1,202.0,769.0,14.350000000000001
2018/05/07,0.2,18.3,8.5,262.0,862.0,13.4
2018/05/08,0.9,14.6,9.4,195.0,648.0,12.0
2018/05/09,6.1,11.2,6.6,60.0,1550.0,8.899999999999999
2018/05/10,6.0,14.6,3.1,193.0,1980.0,8.85
2018/05/11,5.5,13.6,5.7,440.0,1513.0,9.65
2018/05/12,0.2,14.2,4.4,380.0,2352.0,9.3
2018/05/13,0.0,16.0,4.1,216.0,1029.0,10.05
2018/05/14,0.0,15.6,8.9,206.0,1055.0,12.25
2018/05/15,0.4,17.1,8.9,253.0,1530.0,13.0
2018/05/16,0.0,15.3,2.7,253.0,1474.0,9.0
2018/05/17,0.0,17.0,5.9,254.0,1419.0,11.45
2018/05/18,0.0,18.6,6.9,263.0,1396.0,12.75
2018/05/19,0.5,18.0,7.2,254.0,1297.0,12.6
2018/05/20,3.9,13.9,10.8,212.0,965.0,12.350000000000001
2018/05/21,0.8,13.9,10.5,209.0,868.0,12.2
2018/05/22,0.0,18.8,4.2,237.0,1347.0,11.5
2018/05/23,0.0,23.1,6.9,260.0,1288.0,15.0
2018/05/24,0.0,22.1,7.0,236.0,1315.0,14.55
2018/05/25,0.0,21.8,12.0,236.0,1249.0,16.9
2018/05/26,12.0,19.5,13.1,227.0,1115.0,16.3
2018/05/27,0.3,17.8,12.7,206.0,805.0,15.25
2018/05/28,0.0,23.5,12.9,196.0,833.0,18.2
2018/05/29,0.0,24.0,14.2,281.0,1243.0,19.1
2018/05/30,0.0,22.6,10.4,268.0,1239.0,16.5
2018/05/31,0.0,21.4,11.9,349.0,1180.0,16.65
2018/06/01,0.0,22.8,12.0,47.0,1923.0,17.4
2018/06/02,0.0,16.9,14.0,207.0,2896.0,15.45
2018/06/03,0.0,21.0,10.3,198.0,2898.0,15.65
2018/06/04,0.0,22.1,11.6,154.0,1861.0,16.85
2018/06/04,0.0,22.1,11.6,154.0,0.0,16.85
2018/06/04,0.0,22.1,11.6,0.0,1861.0,16.85
2018/06/04,0.0,22.1,11.6,0.0,0.0,16.85
2018/06/05,0.0,21.0,12.6,231.0,1079.0,16.8
2018/06/06,0.0,23.8,12.0,272.0,1047.0,17.9
2018/06/07,0.0,23.8,11.6,246.0,864.0,17.7
2018/06/08,0.3,24.6,11.7,193.0,666.0,18.15
2018/06/09,0.0,24.2,13.0,81.0,1594.0,18.6
2018/06/10,0.0,20.1,11.9,92.0,1740.0,16.0
2018/06/11,0.0,19.4,13.6,554.0,2357.0,16.5
2018/06/12,0.0,17.4,11.7,347.0,2255.0,14.549999999999999
2018/06/13,2.9,16.4,9.1,307.0,1076.0,12.75
2018/06/14,0.0,17.2,9.2,283.0,1092.0,13.2
